utcDate,homeTeam,awayTeam,score
2026-02-07T00:00:00Z,UNB,SGE,
2026-02-07T00:00:00Z,WOB,BVB,
2026-02-07T00:00:00Z,KOE,RBL,
2026-02-07T00:00:00Z,SCF,SVW,
2026-02-07T00:00:00Z,STP,VFB,
2026-02-07T00:00:00Z,M05,FCA,
2026-02-07T00:00:00Z,FCB,TSG,
2026-02-07T00:00:00Z,HEI,HSV,
2026-02-14T00:00:00Z,SVW,FCB,
2026-02-14T00:00:00Z,TSG,SCF,
2026-02-14T00:00:00Z,BVB,M05,
2026-02-14T00:00:00Z,SGE,BMG,
2026-02-14T00:00:00Z,RBL,WOB,
2026-02-14T00:00:00Z,HSV,UNB,
2026-02-14T00:00:00Z,B04,STP,
2026-02-14T00:00:00Z,FCA,HEI,
2026-02-14T00:00:00Z,VFB,KOE,
2026-02-21T00:00:00Z,UNB,B04,
2026-02-21T00:00:00Z,FCB,SGE,
2026-02-21T00:00:00Z,RBL,BVB,
2026-02-21T00:00:00Z,STP,SVW,
2026-02-21T00:00:00Z,HEI,VFB,
2026-02-21T00:00:00Z,SCF,BMG,
2026-02-21T00:00:00Z,WOB,FCA,
2026-02-21T00:00:00Z,KOE,TSG,
2026-02-21T00:00:00Z,M05,HSV,
2026-02-28T00:00:00Z,BVB,FCB,
2026-02-28T00:00:00Z,SGE,SCF,
2026-02-28T00:00:00Z,B04,M05,
2026-02-28T00:00:00Z,HSV,RBL,
2026-02-28T00:00:00Z,VFB,WOB,
2026-02-28T00:00:00Z,BMG,UNB,
2026-02-28T00:00:00Z,TSG,STP,
2026-02-28T00:00:00Z,SVW,HEI,
2026-02-28T00:00:00Z,FCA,KOE,
2026-03-07T00:00:00Z,SCF,B04,
2026-03-07T00:00:00Z,STP,SGE,
2026-03-07T00:00:00Z,KOE,BVB,
2026-03-07T00:00:00Z,UNB,SVW,
2026-03-07T00:00:00Z,M05,VFB,
2026-03-07T00:00:00Z,FCB,BMG,
2026-03-07T00:00:00Z,RBL,FCA,
2026-03-07T00:00:00Z,HEI,TSG,
2026-03-07T00:00:00Z,WOB,HSV,
2026-03-14T00:00:00Z,B04,FCB,
2026-03-14T00:00:00Z,SVW,M05,
2026-03-14T00:00:00Z,VFB,RBL,
2026-03-14T00:00:00Z,TSG,WOB,
2026-03-14T00:00:00Z,BVB,FCA,
2026-03-14T00:00:00Z,SCF,UNB,
2026-03-14T00:00:00Z,BMG,STP,
2026-03-14T00:00:00Z,SGE,HEI,
2026-03-14T00:00:00Z,HSV,KOE,
2026-03-21T00:00:00Z,HEI,B04,
2026-03-21T00:00:00Z,M05,SGE,
2026-03-21T00:00:00Z,STP,SCF,
2026-03-21T00:00:00Z,WOB,SVW,
2026-03-21T00:00:00Z,FCA,VFB,
2026-03-21T00:00:00Z,KOE,BMG,
2026-03-21T00:00:00Z,FCB,UNB,
2026-03-21T00:00:00Z,RBL,TSG,
2026-03-21T00:00:00Z,BVB,HSV,
2026-04-05T00:00:00Z,SCF,FCB,
2026-04-05T00:00:00Z,VFB,BVB,
2026-04-05T00:00:00Z,TSG,M05,
2026-04-05T00:00:00Z,SVW,RBL,
2026-04-05T00:00:00Z,B04,WOB,
2026-04-05T00:00:00Z,HSV,FCA,
2026-04-05T00:00:00Z,UNB,STP,
2026-04-05T00:00:00Z,BMG,HEI,
2026-04-05T00:00:00Z,SGE,KOE,
2026-04-11T00:00:00Z,STP,FCB,
2026-04-11T00:00:00Z,BVB,B04,
2026-04-11T00:00:00Z,WOB,SGE,
2026-04-11T00:00:00Z,M05,SCF,
2026-04-11T00:00:00Z,KOE,SVW,
2026-04-11T00:00:00Z,RBL,BMG,
2026-04-11T00:00:00Z,HEI,UNB,
2026-04-11T00:00:00Z,FCA,TSG,
2026-04-11T00:00:00Z,VFB,HSV,
2026-04-18T00:00:00Z,SCF,HEI,
2026-04-18T00:00:00Z,STP,KOE,
2026-04-18T00:00:00Z,SVW,HSV,
2026-04-18T00:00:00Z,B04,FCA,
2026-04-18T00:00:00Z,TSG,BVB,
2026-04-18T00:00:00Z,BMG,M05,
2026-04-18T00:00:00Z,SGE,RBL,
2026-04-18T00:00:00Z,FCB,VFB,
2026-04-18T00:00:00Z,UNB,WOB,
2026-04-25T00:00:00Z,M05,FCB,
2026-04-25T00:00:00Z,KOE,B04,
2026-04-25T00:00:00Z,FCA,SGE,
2026-04-25T00:00:00Z,BVB,SCF,
2026-04-25T00:00:00Z,VFB,SVW,
