month,country_or_territory,currency,code,rate
2021-04,Cote d'Ivoire,CFA Franc,XOF,760.7700
2021-04,Croatia,Kuna,HRK,8.7851
2021-04,Cuba,Peso,CUP,1.3721
2021-04,Czech Republic,Koruna,CZK,30.4400
2021-04,Denmark,Krone,DKK,8.6242
2021-04,Djibouti,Franc,DJF,243.8400
2021-04,Dominica,E Caribbean Dollar,XCD,3.7047
2021-04,Dominican Republic,Peso,DOP,78.3400
2021-04,Dubai,Dirham,AED,5.0399
2021-04,Ecuador,Dollar,ECS,1.3721
2021-04,Egypt,Pound,EGP,21.6200
2021-04,El Salvador,Colon,SVC,12.0000
2021-04,Equatorial Guinea,CFA Franc,XAF,760.7700
2021-04,Eritrea,Nakfa,ERN,20.5800
2021-04,Ethiopia,Birr,ETB,55.4400
2021-04,Eurozone,Euro,EUR,1.1598
2021-04,Fiji Islands,Dollar,FJD,2.8352
2021-04,Fr. Polynesia,CFP Franc,XPF,138.4000
2021-04,Gabon,CFA Franc,XAF,760.7700
2021-04,Gambia,Dalasi,GMD,70.3200
2021-04,Georgia,Lari,GEL,4.5828
2021-04,Ghana,Cedi,GHS,7.8896
2021-04,Grenada,E Caribbean Dollar,XCD,3.7047
2021-04,Guatemala,Quetzal,GTQ,10.6000
2021-04,Guinea Bissau,CFA Franc,XOF,760.7700
2021-04,Guinea Republic,Franc,GNF,13762.1600
2021-04,Guyana,Dollar,GYD,287.9300
2021-04,Haiti,Gourde,HTG,107.5100
2021-04,Honduras,Lempira,HNL,32.9500
2021-04,Hong Kong,Dollar,HKD,10.6582
2021-04,Hungary,Forint,HUF,423.1500
2021-04,Iceland,Krona,ISK,173.6100
2021-04,India,Rupee,INR,99.5600
2021-04,Indonesia,Rupiah,IDR,19792.5700
2021-04,Iraq,Dinar,IQD,2006.6900
2021-04,Israel,Shekel,ILS,4.5333
2021-04,Jamaica,Dollar,JMD,199.6300
2021-04,Japan,Yen,JPY,149.3000
2021-04,Jordan,Dinar,JOD,0.9728
2021-04,Kazakhstan,Tenge,KZT,577.2500
2021-04,Kenya,Schilling,KES,150.6500
2021-04,Kuwait,Dinar,KWD,0.4145
2021-04,Kyrgyz Republic,Som,KGS,116.3500
2021-04,Lao People's Dem Rep,Kip,LAK,12890.8700
2021-04,Lebanon,Pound,LBP,2083.3900
2021-04,Lesotho,Loti,LSL,20.4100
2021-04,Liberia,Dollar (US),USD,1.3721
2021-04,Libya,Dinar,LYD,6.1744
2021-04,Macao,Pataca,MOP,10.9700
2021-04,Macedonia,Denar,MKD,71.4100
2021-04,Madagascar,Malagasy Ariary,MGA,5186.5300
2021-04,Malawi,Kwacha,MWK,1074.7500
2021-04,Malaysia,Ringgit,MYR,5.6675
2021-04,Maldive Islands,Rufiyaa,MVR,21.1900
2021-04,Mali Republic,CFA Franc,XOF,760.7700
2021-04,Mauritania,Ouguiya,MRU,49.0200
2021-04,Mauritius,Rupee,MUR,55.2900
2021-04,Mexico,Mexican Peso,MXN,28.5400
2021-04,Moldova,Leu,MDL,24.5400
2021-04,Mongolia,Tugrik,MNT,3917.3400
2021-04,Montserrat,E Caribbean Dollar,XCD,3.7047
2021-04,Morocco,Dirham,MAD,12.3800
2021-04,Mozambique,Metical,MZN,98.9200
2021-04,Myanmar,Kyat,MMK,1934.9700
2021-04,Nepal,Rupee,NPR,159.3000
2021-04,New Caledonia,CFP Franc,XPF,138.4000
2021-04,New Zealand,Dollar,NZD,1.9648
2021-04,Nicaragua,Gold Cordoba,NIO,47.9900
2021-04,Niger Republic,CFA Franc,XOF,760.7700
2021-04,Nigeria,Naira,NGN,561.8400
2021-04,Norway,Norwegian Krone,NOK,11.7500
2021-04,Oman,Rial,OMR,0.5283
2021-04,Pakistan,Rupee,PKR,213.0800
2021-04,Panama,Balboa,PAB,1.3721
2021-04,Papua New Guinea,Kina,PGK,4.8187
2021-04,Paraguay,Guarani,PYG,8902.8000
2021-04,Peru,New Sol,PEN,5.1074
2021-04,Philippines,Peso,PHP,66.7900
2021-04,Poland,Zloty,PLN,5.3659
2021-04,Qatar,Riyal,QAR,4.9958
2021-04,Romania,New Leu,RON,5.6688
2021-04,Russia,Rouble,RUB,104.9000
2021-04,Rwanda,Franc,RWF,1353.3200
2021-04,Saotome & Principe,Dobra,STD,28608.3000
2021-04,Saudi Arabia,Riyal,SAR,5.1458
2021-04,Senegal,CFA Franc,XOF,760.7700
2021-04,Serbia,Dinar,RSD,136.3500
2021-04,Seychelles,Rupee,SCR,29.1400
2021-04,Sierra Leone,Leone,SLL,14022.8600
2021-04,Singapore,Dollar,SGD,1.8457
2021-04,Soloman Islands,Dollar,SBD,10.9500
2021-04,Somali Republic,Schilling,SOS,802.6700
2021-04,South Africa,Rand,ZAR,20.4100
2021-04,South Korea,Won,KRW,1555.5400
2021-04,Sri Lanka,Rupee,LKR,273.0400
2021-04,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.7047
2021-04,St Lucia,E Caribbean Dollar,XCD,3.7047
2021-04,St Vincent,E Caribbean Dollar,XCD,3.7047
2021-04,Sudan Republic,Pound,SDG,70.7700
2021-04,Surinam,Dollar,SRD,19.4200
2021-04,Swaziland,Lilangeni,SZL,20.4100
2021-04,Sweden,Krona,SEK,11.7900
2021-04,Switzerland,Franc,CHF,1.2834
2021-04,Taiwan,Dollar,TWD,39.1500
2021-04,Tanzania,Schilling,TZS,3181.8900
2021-04,Thailand,Baht,THB,42.5300
2021-04,Togo Republic,CFA Franc,XOF,760.7700
2021-04,Tonga Islands,Pa'anga (AUS),TOP,1.3119
2021-04,Trinidad/Tobago,Dollar,TTD,9.3015
2021-04,Tunisia,Dinar,TND,3.8144
2021-04,Turkey,Turkish  Lira,TRY,10.8600
2021-04,Turkmenistan,New Manat,TMT,4.8161
2021-04,UAE,Dirham,AED,5.0399
2021-04,USA,Dollar,USD,1.3721
2021-04,Uganda,Schilling,UGX,5028.7400
2021-04,Ukraine,Hryvnia,UAH,38.3600
2021-04,Uruguay,Peso,UYU,60.7300
2021-04,Uzbekistan,Sum,UZS,14417.5900
2021-04,Vanuatu,Vatu,VUV,149.3300
2021-04,Vietnam,Dong,VND,31671.5200
2021-04,Wallis & Futuna Islands,CFP Franc,XPF,138.4000
2021-04,Western Samoa,Tala,WST,3.4781
2021-04,Yemen (Rep of),Rial,YER,346.9300
2021-04,Zambia,Kwacha,ZMW,30.2200
2021-04,Zimbabwe,Dollar,ZWL,496.5600
2021-05,Abu Dhabi,Dirham,AED,5.1165
2021-05,Albania,Lek,ALL,142.7000
2021-05,Algeria,Dinar,DZD,184.8300
2021-05,Angola,Readj Kwanza,AOA,918.0000
2021-05,Antigua,E Caribbean Dollar,XCD,3.7610
2021-05,Argentina,Peso,ARS,129.5700
2021-05,Armenia,Dram,AMD,727.4400
2021-05,Aruba,Florin,AWG,2.4934
2021-05,Australia,Dollar,AUD,1.7972
2021-05,Azerbaijan,New Manat,AZN,2.3666
2021-05,Bahamas,Dollar,BSD,1.3930
2021-05,Bahrain,Dinar,BHD,0.5251
2021-05,Bangladesh,Taka,BDT,117.9100
2021-05,Barbados,Dollar,BBD,2.7859
2021-05,Belarus,Rouble,BYN,3.6098
2021-05,Belize,Dollar,BZD,2.7859
2021-05,Benin,CFA Franc,XOF,759.6200
2021-05,Bermuda,Dollar (US),BMD,1.3930
2021-05,Bhutan,Ngultrum,BTN,104.3100
2021-05,Bolivia,Boliviano,BOB,9.6253
2021-05,Bosnia- Herzegovinia,Marka,BAM,2.2649
2021-05,Botswana,Pula,BWP,15.0300
2021-05,Brazil,Real,BRL,7.7311
2021-05,Brunei,Dollar,BND,1.8504
2021-05,Bulgaria,Lev,BGN,2.2650
2021-05,Burkina Faso,CFA Franc,XOF,759.6200
2021-05,Burundi,Franc,BIF,2727.9100
2021-05,Cambodia,Riel,KHR,5645.6300
2021-05,Cameroon Republic,CFA Franc,XAF,759.6200
2021-05,Canada,Dollar,CAD,1.7390
2021-05,Cape Verde Islands,Escudo,CVE,128.4300
2021-05,Cayman Islands,Dollar,KYD,1.1422
2021-05,Central African Republic,CFA Franc,XAF,759.6200
2021-05,Chad,CFA Franc,XAF,759.6200
2021-05,Chile,Peso,CLP,971.6300
2021-05,China,Yuan,CNY,9.0475
2021-05,Colombia,Peso,COP,5075.2900
2021-05,Comoros,Franc,KMF,569.7100
2021-05,Congo (Brazaville),CFA Franc,XAF,759.6200
2021-05,Congo (DemRep),Congo Fr,CDF,2754.2800
2021-05,Costa Rica,Colon,CRC,854.2500
2021-05,Cote d'Ivoire,CFA Franc,XOF,759.6200
2021-05,Croatia,Kuna,HRK,8.7727
2021-05,Cuba,Peso,CUP,1.3930
2021-05,Czech Republic,Koruna,CZK,29.9400
2021-05,Denmark,Krone,DKK,8.6114
2021-05,Djibouti,Franc,DJF,247.5500
2021-05,Dominica,E Caribbean Dollar,XCD,3.7610
2021-05,Dominican Republic,Peso,DOP,79.2400
2021-05,Dubai,Dirham,AED,5.1165
2021-05,Ecuador,Dollar,ECS,1.3930
2021-05,Egypt,Pound,EGP,21.8400
2021-05,El Salvador,Colon,SVC,12.1800
2021-05,Equatorial Guinea,CFA Franc,XAF,759.6200
2021-05,Eritrea,Nakfa,ERN,20.8900
2021-05,Ethiopia,Birr,ETB,56.2900
2021-05,Eurozone,Euro,EUR,1.1580
2021-05,Fiji Islands,Dollar,FJD,2.8234
2021-05,Fr. Polynesia,CFP Franc,XPF,138.1900
2021-05,Gabon,CFA Franc,XAF,759.6200
2021-05,Gambia,Dalasi,GMD,71.1700
2021-05,Georgia,Lari,GEL,4.8126
2021-05,Ghana,Cedi,GHS,8.0513
2021-05,Grenada,E Caribbean Dollar,XCD,3.7610
2021-05,Guatemala,Quetzal,GTQ,10.7400
2021-05,Guinea Bissau,CFA Franc,XOF,759.6200
2021-05,Guinea Republic,Franc,GNF,13832.0200
2021-05,Guyana,Dollar,GYD,291.4200
2021-05,Haiti,Gourde,HTG,115.4400
2021-05,Honduras,Lempira,HNL,33.4600
2021-05,Hong Kong,Dollar,HKD,10.8100
2021-05,Hungary,Forint,HUF,420.2900
2021-05,Iceland,Krona,ISK,174.8600
2021-05,India,Rupee,INR,104.3000
2021-05,Indonesia,Rupiah,IDR,20239.5900
2021-05,Iraq,Dinar,IQD,2035.7900
2021-05,Israel,Shekel,ILS,4.5504
2021-05,Jamaica,Dollar,JMD,210.4300
2021-05,Japan,Yen,JPY,150.6600
2021-05,Jordan,Dinar,JOD,0.9876
2021-05,Kazakhstan,Tenge,KZT,601.8900
2021-05,Kenya,Schilling,KES,151.0600
2021-05,Kuwait,Dinar,KWD,0.4194
2021-05,Kyrgyz Republic,Som,KGS,118.1200
2021-05,Lao People's Dem Rep,Kip,LAK,13124.3900
2021-05,Lebanon,Pound,LBP,2113.6600
2021-05,Lesotho,Loti,LSL,19.8300
2021-05,Liberia,Dollar (US),USD,1.3930
2021-05,Libya,Dinar,LYD,6.2474
2021-05,Macao,Pataca,MOP,11.1300
2021-05,Macedonia,Denar,MKD,71.3000
2021-05,Madagascar,Malagasy Ariary,MGA,5251.4200
2021-05,Malawi,Kwacha,MWK,1099.1300
2021-05,Malaysia,Ringgit,MYR,5.7404
2021-05,Maldive Islands,Rufiyaa,MVR,21.5500
2021-05,Mali Republic,CFA Franc,XOF,759.6200
2021-05,Mauritania,Ouguiya,MRU,49.7700
2021-05,Mauritius,Rupee,MUR,56.6900
2021-05,Mexico,Mexican Peso,MXN,27.6900
2021-05,Moldova,Leu,MDL,25.0700
2021-05,Mongolia,Tugrik,MNT,3862.9400
2021-05,Montserrat,E Caribbean Dollar,XCD,3.7610
2021-05,Morocco,Dirham,MAD,12.4200
2021-05,Mozambique,Metical,MZN,77.3700
2021-05,Myanmar,Kyat,MMK,1964.1100
2021-05,Nepal,Rupee,NPR,166.9000
2021-05,New Caledonia,CFP Franc,XPF,138.1900
2021-05,New Zealand,Dollar,NZD,1.9318
2021-05,Nicaragua,Gold Cordoba,NIO,48.8000
2021-05,Niger Republic,CFA Franc,XOF,759.6200
2021-05,Nigeria,Naira,NGN,569.3600
2021-05,Norway,Norwegian Krone,NOK,11.6200
2021-05,Oman,Rial,OMR,0.5363
2021-05,Pakistan,Rupee,PKR,213.0500
2021-05,Panama,Balboa,PAB,1.3930
2021-05,Papua New Guinea,Kina,PGK,4.8927
2021-05,Paraguay,Guarani,PYG,8985.5900
2021-05,Peru,New Sol,PEN,5.1563
2021-05,Philippines,Peso,PHP,67.4700
2021-05,Poland,Zloty,PLN,5.2778
2021-05,Qatar,Riyal,QAR,5.0717
2021-05,Romania,New Leu,RON,5.7039
2021-05,Russia,Rouble,RUB,106.6700
2021-05,Rwanda,Franc,RWF,1378.7100
2021-05,Saotome & Principe,Dobra,STD,28625.2000
2021-05,Saudi Arabia,Riyal,SAR,5.2238
2021-05,Senegal,CFA Franc,XOF,759.6200
2021-05,Serbia,Dinar,RSD,136.1100
2021-05,Seychelles,Rupee,SCR,21.7300
2021-05,Sierra Leone,Leone,SLL,14215.0800
2021-05,Singapore,Dollar,SGD,1.8504
2021-05,Soloman Islands,Dollar,SBD,11.1000
2021-05,Somali Republic,Schilling,SOS,816.2600
2021-05,South Africa,Rand,ZAR,19.8300
2021-05,South Korea,Won,KRW,1558.0800
2021-05,Sri Lanka,Rupee,LKR,267.4400
2021-05,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.7610
2021-05,St Lucia,E Caribbean Dollar,XCD,3.7610
2021-05,St Vincent,E Caribbean Dollar,XCD,3.7610
2021-05,Sudan Republic,Pound,SDG,531.4100
2021-05,Surinam,Dollar,SRD,19.7100
2021-05,Swaziland,Lilangeni,SZL,19.8300
2021-05,Sweden,Krona,SEK,11.7200
2021-05,Switzerland,Franc,CHF,1.2781
2021-05,Taiwan,Dollar,TWD,39.1900
2021-05,Tanzania,Schilling,TZS,3230.2500
2021-05,Thailand,Baht,THB,43.6600
2021-05,Togo Republic,CFA Franc,XOF,759.6200
2021-05,Tonga Islands,Pa'anga (AUS),TOP,1.7972
2021-05,Trinidad/Tobago,Dollar,TTD,9.4202
2021-05,Tunisia,Dinar,TND,3.8396
2021-05,Turkey,Turkish  Lira,TRY,11.3900
2021-05,Turkmenistan,New Manat,TMT,4.8893
2021-05,UAE,Dirham,AED,5.1165
2021-05,USA,Dollar,USD,1.3930
2021-05,Uganda,Schilling,UGX,5032.7300
2021-05,Ukraine,Hryvnia,UAH,39.1400
2021-05,Uruguay,Peso,UYU,61.5400
2021-05,Uzbekistan,Sum,UZS,14698.4400
2021-05,Vanuatu,Vatu,VUV,151.5800
2021-05,Vietnam,Dong,VND,32142.4500
2021-05,Wallis & Futuna Islands,CFP Franc,XPF,138.1900
2021-05,Western Samoa,Tala,WST,3.5153
2021-05,Yemen (Rep of),Rial,YER,351.1700
2021-05,Zambia,Kwacha,ZMW,30.9800
2021-05,Zimbabwe,Dollar,ZWL,504.1000
2021-06,Abu Dhabi,Dirham,AED,5.1958
2021-06,Albania,Lek,ALL,142.3300
2021-06,Algeria,Dinar,DZD,188.4300
2021-06,Angola,Readj Kwanza,AOA,924.9600
2021-06,Antigua,E Caribbean Dollar,XCD,3.8193
2021-06,Argentina,Peso,ARS,133.2500
2021-06,Armenia,Dram,AMD,736.5800
2021-06,Aruba,Florin,AWG,2.5320
2021-06,Australia,Dollar,AUD,1.8263
2021-06,Azerbaijan,New Manat,AZN,2.4033
2021-06,Bahamas,Dollar,BSD,1.4146
2021-06,Bahrain,Dinar,BHD,0.5333
2021-06,Bangladesh,Taka,BDT,119.8800
2021-06,Barbados,Dollar,BBD,2.8291
2021-06,Belarus,Rouble,BYN,3.5579
2021-06,Belize,Dollar,BZD,2.8291
2021-06,Benin,CFA Franc,XOF,759.5900
2021-06,Bermuda,Dollar (US),BMD,1.4146
2021-06,Bhutan,Ngultrum,BTN,103.5100
2021-06,Bolivia,Boliviano,BOB,9.7745
2021-06,Bosnia- Herzegovinia,Marka,BAM,2.2648
2021-06,Botswana,Pula,BWP,15.1500
2021-06,Brazil,Real,BRL,7.4880
2021-06,Brunei,Dollar,BND,1.8847
2021-06,Bulgaria,Lev,BGN,2.2648
2021-06,Burkina Faso,CFA Franc,XOF,759.5900
2021-06,Burundi,Franc,BIF,2790.1900
2021-06,Cambodia,Riel,KHR,5761.4500
2021-06,Cameroon Republic,CFA Franc,XAF,759.5900
2021-06,Canada,Dollar,CAD,1.7142
2021-06,Cape Verde Islands,Escudo,CVE,128.0800
2021-06,Cayman Islands,Dollar,KYD,1.1599
2021-06,Central African Republic,CFA Franc,XAF,759.5900
2021-06,Chad,CFA Franc,XAF,759.5900
2021-06,Chile,Peso,CLP,1013.4800
2021-06,China,Yuan,CNY,9.1069
2021-06,Colombia,Peso,COP,5222.4900
2021-06,Comoros,Franc,KMF,569.6900
2021-06,Congo (Brazaville),CFA Franc,XAF,759.5900
2021-06,Congo (DemRep),Congo Fr,CDF,2827.6800
2021-06,Costa Rica,Colon,CRC,871.0600
2021-06,Cote d'Ivoire,CFA Franc,XOF,759.5900
2021-06,Croatia,Kuna,HRK,8.6953
2021-06,Cuba,Peso,CUP,1.4145
2021-06,Czech Republic,Koruna,CZK,29.4900
2021-06,Denmark,Krone,DKK,8.6107
2021-06,Djibouti,Franc,DJF,251.3900
2021-06,Dominica,E Caribbean Dollar,XCD,3.8193
2021-06,Dominican Republic,Peso,DOP,80.4500
2021-06,Dubai,Dirham,AED,5.1958
2021-06,Ecuador,Dollar,ECS,1.4146
2021-06,Egypt,Pound,EGP,22.1800
2021-06,El Salvador,Colon,SVC,12.3800
2021-06,Equatorial Guinea,CFA Franc,XAF,759.5900
2021-06,Eritrea,Nakfa,ERN,21.2100
2021-06,Ethiopia,Birr,ETB,60.5700
2021-06,Eurozone,Euro,EUR,1.1580
2021-06,Fiji Islands,Dollar,FJD,2.8647
2021-06,Fr. Polynesia,CFP Franc,XPF,138.1800
2021-06,Gabon,CFA Franc,XAF,759.5900
2021-06,Gambia,Dalasi,GMD,72.3500
2021-06,Georgia,Lari,GEL,4.7670
2021-06,Ghana,Cedi,GHS,8.1549
2021-06,Grenada,E Caribbean Dollar,XCD,3.8193
2021-06,Guatemala,Quetzal,GTQ,10.9000
2021-06,Guinea Bissau,CFA Franc,XOF,759.5900
2021-06,Guinea Republic,Franc,GNF,13940.3700
2021-06,Guyana,Dollar,GYD,295.9000
2021-06,Haiti,Gourde,HTG,124.1900
2021-06,Honduras,Lempira,HNL,33.9100
2021-06,Hong Kong,Dollar,HKD,10.9800
2021-06,Hungary,Forint,HUF,404.9500
2021-06,Iceland,Krona,ISK,173.3400
2021-06,India,Rupee,INR,103.5100
2021-06,Indonesia,Rupiah,IDR,20206.8300
2021-06,Iraq,Dinar,IQD,2068.7700
2021-06,Israel,Shekel,ILS,4.6208
2021-06,Jamaica,Dollar,JMD,212.1700
2021-06,Japan,Yen,JPY,153.6100
2021-06,Jordan,Dinar,JOD,1.0029
2021-06,Kazakhstan,Tenge,KZT,605.8500
2021-06,Kenya,Schilling,KES,152.5500
2021-06,Kuwait,Dinar,KWD,0.4254
2021-06,Kyrgyz Republic,Som,KGS,119.1700
2021-06,Lao People's Dem Rep,Kip,LAK,13353.3200
2021-06,Lebanon,Pound,LBP,2142.1900
2021-06,Lesotho,Loti,LSL,19.8600
2021-06,Liberia,Dollar (US),USD,1.4146
2021-06,Libya,Dinar,LYD,6.3018
2021-06,Macao,Pataca,MOP,11.3100
2021-06,Macedonia,Denar,MKD,71.3000
2021-06,Madagascar,Malagasy Ariary,MGA,5314.0500
2021-06,Malawi,Kwacha,MWK,1128.0800
2021-06,Malaysia,Ringgit,MYR,5.8534
2021-06,Maldive Islands,Rufiyaa,MVR,21.9200
2021-06,Mali Republic,CFA Franc,XOF,759.5900
2021-06,Mauritania,Ouguiya,MRU,50.5400
2021-06,Mauritius,Rupee,MUR,57.0000
2021-06,Mexico,Mexican Peso,MXN,28.0100
2021-06,Moldova,Leu,MDL,25.1300
2021-06,Mongolia,Tugrik,MNT,4044.1900
2021-06,Montserrat,E Caribbean Dollar,XCD,3.8193
2021-06,Morocco,Dirham,MAD,12.4600
2021-06,Mozambique,Metical,MZN,83.7900
2021-06,Myanmar,Kyat,MMK,2328.9200
2021-06,Nepal,Rupee,NPR,165.6100
2021-06,New Caledonia,CFP Franc,XPF,138.1800
2021-06,New Zealand,Dollar,NZD,1.9697
2021-06,Nicaragua,Gold Cordoba,NIO,49.6300
2021-06,Niger Republic,CFA Franc,XOF,759.5900
2021-06,Nigeria,Naira,NGN,582.4300
2021-06,Norway,Norwegian Krone,NOK,11.7400
2021-06,Oman,Rial,OMR,0.5446
2021-06,Pakistan,Rupee,PKR,216.6000
2021-06,Panama,Balboa,PAB,1.4145
2021-06,Papua New Guinea,Kina,PGK,4.9668
2021-06,Paraguay,Guarani,PYG,9483.8300
2021-06,Peru,New Sol,PEN,5.3014
2021-06,Philippines,Peso,PHP,67.7200
2021-06,Poland,Zloty,PLN,5.2374
2021-06,Qatar,Riyal,QAR,5.1514
2021-06,Romania,New Leu,RON,5.7064
2021-06,Russia,Rouble,RUB,104.3300
2021-06,Rwanda,Franc,RWF,1402.9200
2021-06,Saotome & Principe,Dobra,STD,28927.5000
2021-06,Saudi Arabia,Riyal,SAR,5.3050
2021-06,Senegal,CFA Franc,XOF,759.5900
2021-06,Serbia,Dinar,RSD,136.1500
2021-06,Seychelles,Rupee,SCR,22.8500
2021-06,Sierra Leone,Leone,SLL,14521.6000
2021-06,Singapore,Dollar,SGD,1.8847
2021-06,Soloman Islands,Dollar,SBD,11.2900
2021-06,Somali Republic,Schilling,SOS,827.5100
2021-06,South Africa,Rand,ZAR,19.8600
2021-06,South Korea,Won,KRW,1599.0700
2021-06,Sri Lanka,Rupee,LKR,278.6600
2021-06,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.8193
2021-06,St Lucia,E Caribbean Dollar,XCD,3.8193
2021-06,St Vincent,E Caribbean Dollar,XCD,3.8193
2021-06,Sudan Republic,Pound,SDG,579.9600
2021-06,Surinam,Dollar,SRD,20.0200
2021-06,Swaziland,Lilangeni,SZL,19.8600
2021-06,Sweden,Krona,SEK,11.7900
2021-06,Switzerland,Franc,CHF,1.2740
2021-06,Taiwan,Dollar,TWD,39.5400
2021-06,Tanzania,Schilling,TZS,3280.3300
2021-06,Thailand,Baht,THB,44.5000
2021-06,Togo Republic,CFA Franc,XOF,759.5900
2021-06,Tonga Islands,Pa'anga (AUS),TOP,1.8263
2021-06,Trinidad/Tobago,Dollar,TTD,9.5430
2021-06,Tunisia,Dinar,TND,3.8588
2021-06,Turkey,Turkish  Lira,TRY,11.8600
2021-06,Turkmenistan,New Manat,TMT,4.9509
2021-06,UAE,Dirham,AED,5.1958
2021-06,USA,Dollar,USD,1.4146
2021-06,Uganda,Schilling,UGX,5035.7800
2021-06,Ukraine,Hryvnia,UAH,38.8200
2021-06,Uruguay,Peso,UYU,62.3500
2021-06,Uzbekistan,Sum,UZS,14974.4000
2021-06,Vanuatu,Vatu,VUV,153.3000
2021-06,Vietnam,Dong,VND,32599.7300
2021-06,Wallis & Futuna Islands,CFP Franc,XPF,138.1800
2021-06,Western Samoa,Tala,WST,3.5739
2021-06,Yemen (Rep of),Rial,YER,353.3800
2021-06,Zambia,Kwacha,ZMW,31.7700
2021-06,Zimbabwe,Dollar,ZWL,511.9200
2021-07,Abu Dhabi,Dirham,AED,5.1310
2021-07,Albania,Lek,ALL,143.3400
2021-07,Algeria,Dinar,DZD,186.9800
2021-07,Angola,Readj Kwanza,AOA,910.7700
2021-07,Antigua,E Caribbean Dollar,XCD,3.7716
2021-07,Argentina,Peso,ARS,133.4300
2021-07,Armenia,Dram,AMD,715.2200
2021-07,Aruba,Florin,AWG,2.5005
2021-07,Australia,Dollar,AUD,1.8408
2021-07,Azerbaijan,New Manat,AZN,2.3733
2021-07,Bahamas,Dollar,BSD,1.3969
2021-07,Bahrain,Dinar,BHD,0.5266
2021-07,Bangladesh,Taka,BDT,118.4500
2021-07,Barbados,Dollar,BBD,2.7938
2021-07,Belarus,Rouble,BYN,3.5398
2021-07,Belize,Dollar,BZD,2.7938
2021-07,Benin,CFA Franc,XOF,766.9100
2021-07,Bermuda,Dollar (US),BMD,1.3969
2021-07,Bhutan,Ngultrum,BTN,103.7600
2021-07,Bolivia,Boliviano,BOB,9.6526
2021-07,Bosnia- Herzegovinia,Marka,BAM,2.2867
2021-07,Botswana,Pula,BWP,15.1600
2021-07,Brazil,Real,BRL,6.9395
2021-07,Brunei,Dollar,BND,1.8781
2021-07,Bulgaria,Lev,BGN,2.2866
2021-07,Burkina Faso,CFA Franc,XOF,766.9100
2021-07,Burundi,Franc,BIF,2765.8600
2021-07,Cambodia,Riel,KHR,5704.9400
2021-07,Cameroon Republic,CFA Franc,XAF,766.9100
2021-07,Canada,Dollar,CAD,1.7160
2021-07,Cape Verde Islands,Escudo,CVE,129.3200
2021-07,Cayman Islands,Dollar,KYD,1.1455
2021-07,Central African Republic,CFA Franc,XAF,766.9100
2021-07,Chad,CFA Franc,XAF,766.9100
2021-07,Chile,Peso,CLP,1027.0200
2021-07,China,Yuan,CNY,9.0525
2021-07,Colombia,Peso,COP,5275.6100
2021-07,Comoros,Franc,KMF,575.1800
2021-07,Congo (Brazaville),CFA Franc,XAF,766.9100
2021-07,Congo (DemRep),Congo Fr,CDF,2759.0900
2021-07,Costa Rica,Colon,CRC,862.7900
2021-07,Cote d'Ivoire,CFA Franc,XOF,766.9100
2021-07,Croatia,Kuna,HRK,8.7685
2021-07,Cuba,Peso,CUP,1.3969
2021-07,Czech Republic,Koruna,CZK,29.6800
2021-07,Denmark,Krone,DKK,8.6942
2021-07,Djibouti,Franc,DJF,248.2500
2021-07,Dominica,E Caribbean Dollar,XCD,3.7716
2021-07,Dominican Republic,Peso,DOP,79.6500
2021-07,Dubai,Dirham,AED,5.1310
2021-07,Ecuador,Dollar,ECS,1.3969
2021-07,Egypt,Pound,EGP,21.8700
2021-07,El Salvador,Colon,SVC,12.2200
2021-07,Equatorial Guinea,CFA Franc,XAF,766.9100
2021-07,Eritrea,Nakfa,ERN,20.9500
2021-07,Ethiopia,Birr,ETB,60.7400
2021-07,Eurozone,Euro,EUR,1.1692
2021-07,Fiji Islands,Dollar,FJD,2.8815
2021-07,Fr. Polynesia,CFP Franc,XPF,139.5100
2021-07,Gabon,CFA Franc,XAF,766.9100
2021-07,Gambia,Dalasi,GMD,71.4500
2021-07,Georgia,Lari,GEL,4.3933
2021-07,Ghana,Cedi,GHS,8.1439
2021-07,Grenada,E Caribbean Dollar,XCD,3.7716
2021-07,Guatemala,Quetzal,GTQ,10.8100
2021-07,Guinea Bissau,CFA Franc,XOF,766.9100
2021-07,Guinea Republic,Franc,GNF,13723.1600
2021-07,Guyana,Dollar,GYD,291.7200
2021-07,Haiti,Gourde,HTG,129.0000
2021-07,Honduras,Lempira,HNL,33.3800
2021-07,Hong Kong,Dollar,HKD,10.8400
2021-07,Hungary,Forint,HUF,410.3400
2021-07,Iceland,Krona,ISK,171.1600
2021-07,India,Rupee,INR,103.7600
2021-07,Indonesia,Rupiah,IDR,20160.8000
2021-07,Iraq,Dinar,IQD,2041.5700
2021-07,Israel,Shekel,ILS,4.5420
2021-07,Jamaica,Dollar,JMD,209.7000
2021-07,Japan,Yen,JPY,154.7700
2021-07,Jordan,Dinar,JOD,0.9904
2021-07,Kazakhstan,Tenge,KZT,597.8600
2021-07,Kenya,Schilling,KES,150.5100
2021-07,Kuwait,Dinar,KWD,0.4204
2021-07,Kyrgyz Republic,Som,KGS,118.2400
2021-07,Lao People's Dem Rep,Kip,LAK,13249.6100
2021-07,Lebanon,Pound,LBP,2119.7900
2021-07,Lesotho,Loti,LSL,19.8200
