month,country_or_territory,currency,code,rate
2023-04,Bahamas,Dollar,BSD,1.2231
2023-04,Bahrain,Dinar,BHD,0.4613
2023-04,Bangladesh,Taka,BDT,131.6063
2023-04,Barbados,Dollar,BBD,2.4462
2023-04,Belarus,Rouble,BYN,3.0578
2023-04,Belize,Dollar,BZD,2.4462
2023-04,Benin,CFA Franc,XOF,743.4607
2023-04,Bermuda,Dollar (US),BMD,1.2231
2023-04,Bhutan,Ngultrum,BTN,101.1097
2023-04,Bolivia,Boliviano,BOB,8.4517
2023-04,Bosnia- Herzegovinia,Marka,BAM,2.2167
2023-04,Botswana,Pula,BWP,16.1573
2023-04,Brazil,Real,BRL,6.4330
2023-04,Brunei,Dollar,BND,1.6306
2023-04,Bulgaria,Lev,BGN,2.2168
2023-04,Burkina Faso,CFA Franc,XOF,743.4607
2023-04,Burundi,Franc,BIF,2543.2932
2023-04,Cambodia,Riel,KHR,4966.5177
2023-04,Cameroon Republic,CFA Franc,XAF,743.4607
2023-04,Canada,Dollar,CAD,1.6784
2023-04,Cape Verde Islands,Escudo,CVE,124.9089
2023-04,Cayman Islands,Dollar,KYD,1.0029
2023-04,Central African Republic,CFA Franc,XAF,743.4607
2023-04,Chad,CFA Franc,XAF,743.4607
2023-04,Chile,Peso,CLP,998.7280
2023-04,China,Yuan,CNY,8.4280
2023-04,Colombia,Peso,COP,5844.4944
2023-04,Comoros,Franc,KMF,557.5955
2023-04,Congo (Brazaville),CFA Franc,XAF,743.4607
2023-04,Congo (DemRep),Congo Fr,CDF,2525.7162
2023-04,Costa Rica,Colon,CRC,662.7344
2023-04,Cote d'Ivoire,CFA Franc,XOF,743.4607
2023-04,Cuba,Peso,CUP,29.4421
2023-04,Czech Republic,Koruna,CZK,26.8593
2023-04,Denmark,Krone,DKK,8.4404
2023-04,Djibouti,Franc,DJF,217.7949
2023-04,Dominica,E Caribbean Dollar,XCD,3.3024
2023-04,Dominican Republic,Peso,DOP,66.9773
2023-04,Dubai,Dirham,AED,4.4918
2023-04,Ecuador,Dollar,ECS,1.2231
2023-04,Egypt,Pound,EGP,37.7913
2023-04,El Salvador,Colon,SVC,10.7032
2023-04,Equatorial Guinea,CFA Franc,XAF,743.4607
2023-04,Eritrea,Nakfa,ERN,18.3466
2023-04,Ethiopia,Birr,ETB,66.1822
2023-04,Eurozone,Euro,EUR,1.1334
2023-04,Fiji Islands,Dollar,FJD,2.7380
2023-04,Fr. Polynesia,CFP Franc,XPF,135.2504
2023-04,Gabon,CFA Franc,XAF,743.4607
2023-04,Gambia,Dalasi,GMD,74.9765
2023-04,Georgia,Lari,GEL,3.1495
2023-04,Ghana,Cedi,GHS,15.1054
2023-04,Grenada,E Caribbean Dollar,XCD,3.3024
2023-04,Guatemala,Quetzal,GTQ,9.5434
2023-04,Guinea Bissau,CFA Franc,XOF,743.4607
2023-04,Guinea Republic,Franc,GNF,10518.9415
2023-04,Guyana,Dollar,GYD,258.0913
2023-04,Haiti,Gourde,HTG,187.6273
2023-04,Honduras,Lempira,HNL,30.1802
2023-04,Hong Kong,Dollar,HKD,9.5974
2023-04,Hungary,Forint,HUF,440.0987
2023-04,Iceland,Krona,ISK,169.8896
2023-04,India,Rupee,INR,101.1097
2023-04,Indonesia,Rupiah,IDR,18768.5926
2023-04,Iraq,Dinar,IQD,1785.2128
2023-04,Israel,Shekel,ILS,4.4327
2023-04,Jamaica,Dollar,JMD,184.8036
2023-04,Japan,Yen,JPY,162.2757
2023-04,Jordan,Dinar,JOD,0.8685
2023-04,Kazakhstan,Tenge,KZT,567.8641
2023-04,Kenya,Schilling,KES,160.1047
2023-04,Kuwait,Dinar,KWD,0.3749
2023-04,Kyrgyz Republic,Som,KGS,106.9240
2023-04,Lao People's Dem Rep,Kip,LAK,20665.8794
2023-04,Lebanon,Pound,LBP,18378.1300
2023-04,Lesotho,Loti,LSL,22.4165
2023-04,Liberia,Dollar (US),USD,1.2231
2023-04,Libya,Dinar,LYD,5.8682
2023-04,Macao,Pataca,MOP,9.8853
2023-04,Macedonia,Denar,MKD,69.7660
2023-04,Madagascar,Malagasy Ariary,MGA,5262.6870
2023-04,Malawi,Kwacha,MWK,1253.4033
2023-04,Malaysia,Ringgit,MYR,5.4581
2023-04,Maldive Islands,Rufiyaa,MVR,18.8358
2023-04,Mali Republic,CFA Franc,XOF,743.4607
2023-04,Mauritania,Ouguiya,MRU,43.7016
2023-04,Mauritius,Rupee,MUR,57.2414
2023-04,Mexico,Mexican Peso,MXN,22.6654
2023-04,Moldova,Leu,MDL,22.6905
2023-04,Mongolia,Tugrik,MNT,4316.9561
2023-04,Montserrat,E Caribbean Dollar,XCD,3.3024
2023-04,Morocco,Dirham,MAD,12.5770
2023-04,Mozambique,Metical,MZN,78.1382
2023-04,Myanmar,Kyat,MMK,2568.5823
2023-04,Nepal,Rupee,NPR,161.7755
2023-04,New Caledonia,CFP Franc,XPF,135.2504
2023-04,New Zealand,Dollar,NZD,1.9666
2023-04,Nicaragua,Gold Cordoba,NIO,44.7657
2023-04,Niger Republic,CFA Franc,XOF,743.4607
2023-04,Nigeria,Naira,NGN,563.5466
2023-04,Norway,Norwegian Krone,NOK,12.8255
2023-04,Oman,Rial,OMR,0.4709
2023-04,Pakistan,Rupee,PKR,346.1393
2023-04,Panama,Balboa,PAB,1.2231
2023-04,Papua New Guinea,Kina,PGK,4.3116
2023-04,Paraguay,Guarani,PYG,8786.2576
2023-04,Peru,New Sol,PEN,4.6109
2023-04,Philippines,Peso,PHP,66.6960
2023-04,Poland,Zloty,PLN,5.3162
2023-04,Qatar,Riyal,QAR,4.4542
2023-04,Romania,New Leu,RON,5.5766
2023-04,Russia,Rouble,RUB,94.2465
2023-04,Rwanda,Franc,RWF,1340.2196
2023-04,Saotome & Principe,Dobra,STD,27754.1000
2023-04,Saudi Arabia,Riyal,SAR,4.5942
2023-04,Senegal,CFA Franc,XOF,743.4607
2023-04,Serbia,Dinar,RSD,132.9823
2023-04,Seychelles,Rupee,SCR,17.0944
2023-04,Sierra Leone,Leone,SLE,26.2678
2023-04,Singapore,Dollar,SGD,1.6306
2023-04,Soloman Islands,Dollar,SBD,10.0584
2023-04,Somali Republic,Schilling,SOS,695.3578
2023-04,South Africa,Rand,ZAR,22.4165
2023-04,South Korea,Won,KRW,1599.5181
2023-04,Sri Lanka,Rupee,LKR,392.4400
2023-04,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.3024
2023-04,St Lucia,E Caribbean Dollar,XCD,3.3024
2023-04,St Vincent,E Caribbean Dollar,XCD,3.3024
2023-04,Sudan Republic,Pound,SDG,725.9140
2023-04,Surinam,Dollar,SRD,42.3727
2023-04,Swaziland,Lilangeni,SZL,22.4165
2023-04,Sweden,Krona,SEK,12.6578
2023-04,Switzerland,Franc,CHF,1.1297
2023-04,Taiwan,Dollar,TWD,37.3256
2023-04,Tanzania,Schilling,TZS,2862.0705
2023-04,Thailand,Baht,THB,42.1116
2023-04,Togo Republic,CFA Franc,XOF,743.4607
2023-04,Tonga Islands,Pa'anga (AUS),TOP,1.8295
2023-04,Trinidad/Tobago,Dollar,TTD,8.2625
2023-04,Tunisia,Dinar,TND,3.7628
2023-04,Turkey,Turkish  Lira,TRY,23.2877
2023-04,Turkmenistan,New Manat,TMT,4.2809
2023-04,UAE,Dirham,AED,4.4918
2023-04,USA,Dollar,USD,1.2231
2023-04,Uganda,Schilling,UGX,4611.1147
2023-04,Ukraine,Hryvnia,UAH,45.1659
2023-04,Uruguay,Peso,UYU,47.8235
2023-04,Uzbekistan,Sum,UZS,13912.9080
2023-04,Vanuatu,Vatu,VUV,145.6048
2023-04,Vietnam,Dong,VND,28773.6663
2023-04,Wallis & Futuna Islands,CFP Franc,XPF,135.2504
2023-04,Western Samoa,Tala,WST,3.3264
2023-04,Yemen (Rep of),Rial,YER,305.8807
2023-04,Zambia,Kwacha,ZMW,25.5650
2023-04,Zimbabwe,Dollar,ZWL,442.6424
2023-05,Abu Dhabi,Dirham,AED,4.5722
2023-05,Albania,Lek,ALL,127.6192
2023-05,Algeria,Dinar,DZD,168.9204
2023-05,Angola,Readj Kwanza,AOA,637.5668
2023-05,Antigua,E Caribbean Dollar,XCD,3.3615
2023-05,Argentina,Peso,ARS,270.7774
2023-05,Armenia,Dram,AMD,482.6384
2023-05,Aruba,Florin,AWG,2.2286
2023-05,Australia,Dollar,AUD,1.8520
2023-05,Azerbaijan,New Manat,AZN,2.1196
2023-05,Bahamas,Dollar,BSD,1.2450
2023-05,Bahrain,Dinar,BHD,0.4694
2023-05,Bangladesh,Taka,BDT,133.6637
2023-05,Barbados,Dollar,BBD,2.4900
2023-05,Belarus,Rouble,BYN,3.1250
2023-05,Belize,Dollar,BZD,2.4900
2023-05,Benin,CFA Franc,XOF,745.2383
2023-05,Bermuda,Dollar (US),BMD,1.2450
2023-05,Bhutan,Ngultrum,BTN,102.3752
2023-05,Bolivia,Boliviano,BOB,8.6030
2023-05,Bosnia- Herzegovinia,Marka,BAM,2.2220
2023-05,Botswana,Pula,BWP,16.3494
2023-05,Brazil,Real,BRL,6.2695
2023-05,Brunei,Dollar,BND,1.6608
2023-05,Bulgaria,Lev,BGN,2.2220
2023-05,Burkina Faso,CFA Franc,XOF,745.2383
2023-05,Burundi,Franc,BIF,2591.7815
2023-05,Cambodia,Riel,KHR,5063.9383
2023-05,Cameroon Republic,CFA Franc,XAF,745.2383
2023-05,Canada,Dollar,CAD,1.6727
2023-05,Cape Verde Islands,Escudo,CVE,125.5848
2023-05,Cayman Islands,Dollar,KYD,1.0209
2023-05,Central African Republic,CFA Franc,XAF,745.2383
2023-05,Chad,CFA Franc,XAF,745.2383
2023-05,Chile,Peso,CLP,990.7746
2023-05,China,Yuan,CNY,8.5874
2023-05,Colombia,Peso,COP,5625.6607
2023-05,Comoros,Franc,KMF,558.9288
2023-05,Congo (Brazaville),CFA Franc,XAF,745.2383
2023-05,Congo (DemRep),Congo Fr,CDF,2563.0911
2023-05,Costa Rica,Colon,CRC,666.8804
2023-05,Cote d'Ivoire,CFA Franc,XOF,745.2383
2023-05,Cuba,Peso,CUP,29.8136
2023-05,Czech Republic,Koruna,CZK,26.5998
2023-05,Denmark,Krone,DKK,8.4662
2023-05,Djibouti,Franc,DJF,221.7381
2023-05,Dominica,E Caribbean Dollar,XCD,3.3615
2023-05,Dominican Republic,Peso,DOP,67.9648
2023-05,Dubai,Dirham,AED,4.5722
2023-05,Ecuador,Dollar,ECS,1.2450
2023-05,Egypt,Pound,EGP,38.4716
2023-05,El Salvador,Colon,SVC,10.8967
2023-05,Equatorial Guinea,CFA Franc,XAF,745.2383
2023-05,Eritrea,Nakfa,ERN,18.6751
2023-05,Ethiopia,Birr,ETB,67.6514
2023-05,Eurozone,Euro,EUR,1.1361
2023-05,Fiji Islands,Dollar,FJD,2.7780
2023-05,Fr. Polynesia,CFP Franc,XPF,135.5738
2023-05,Gabon,CFA Franc,XAF,745.2383
2023-05,Gambia,Dalasi,GMD,77.4393
2023-05,Georgia,Lari,GEL,3.1312
2023-05,Ghana,Cedi,GHS,14.8778
2023-05,Grenada,E Caribbean Dollar,XCD,3.3615
2023-05,Guatemala,Quetzal,GTQ,9.7098
2023-05,Guinea Bissau,CFA Franc,XOF,745.2383
2023-05,Guinea Republic,Franc,GNF,10696.8003
2023-05,Guyana,Dollar,GYD,263.3909
2023-05,Haiti,Gourde,HTG,192.0104
2023-05,Honduras,Lempira,HNL,30.6645
2023-05,Hong Kong,Dollar,HKD,9.7730
2023-05,Hungary,Forint,HUF,430.3579
2023-05,Iceland,Krona,ISK,169.8435
2023-05,India,Rupee,INR,102.3752
2023-05,Indonesia,Rupiah,IDR,18482.1019
2023-05,Iraq,Dinar,IQD,1642.3060
2023-05,Israel,Shekel,ILS,4.5418
2023-05,Jamaica,Dollar,JMD,189.7354
2023-05,Japan,Yen,JPY,167.5963
2023-05,Jordan,Dinar,JOD,0.8838
2023-05,Kazakhstan,Tenge,KZT,569.2907
2023-05,Kenya,Schilling,KES,168.3246
2023-05,Kuwait,Dinar,KWD,0.3817
2023-05,Kyrgyz Republic,Som,KGS,108.9628
2023-05,Lao People's Dem Rep,Kip,LAK,21329.8183
2023-05,Lebanon,Pound,LBP,18730.1694
2023-05,Lesotho,Loti,LSL,22.5533
2023-05,Liberia,Dollar (US),USD,1.2450
2023-05,Libya,Dinar,LYD,5.9375
2023-05,Macao,Pataca,MOP,10.0662
2023-05,Macedonia,Denar,MKD,69.9257
2023-05,Madagascar,Malagasy Ariary,MGA,5473.5646
2023-05,Malawi,Kwacha,MWK,1277.9162
2023-05,Malaysia,Ringgit,MYR,5.5303
2023-05,Maldive Islands,Rufiyaa,MVR,19.1108
2023-05,Mali Republic,CFA Franc,XOF,745.2383
2023-05,Mauritania,Ouguiya,MRU,44.4840
2023-05,Mauritius,Rupee,MUR,56.0874
2023-05,Mexico,Mexican Peso,MXN,22.4639
2023-05,Moldova,Leu,MDL,22.3814
2023-05,Mongolia,Tugrik,MNT,4369.9666
2023-05,Montserrat,E Caribbean Dollar,XCD,3.3615
2023-05,Morocco,Dirham,MAD,12.6286
2023-05,Mozambique,Metical,MZN,79.5060
2023-05,Myanmar,Kyat,MMK,2615.2291
2023-05,Nepal,Rupee,NPR,163.8003
2023-05,New Caledonia,CFP Franc,XPF,135.5738
2023-05,New Zealand,Dollar,NZD,2.0032
2023-05,Nicaragua,Gold Cordoba,NIO,45.5298
2023-05,Niger Republic,CFA Franc,XOF,745.2383
2023-05,Nigeria,Naira,NGN,573.6358
2023-05,Norway,Norwegian Krone,NOK,13.1443
2023-05,Oman,Rial,OMR,0.4793
2023-05,Pakistan,Rupee,PKR,353.4256
2023-05,Panama,Balboa,PAB,1.2450
2023-05,Papua New Guinea,Kina,PGK,4.3743
2023-05,Paraguay,Guarani,PYG,8874.2484
2023-05,Peru,New Sol,PEN,4.7057
2023-05,Philippines,Peso,PHP,69.9941
2023-05,Poland,Zloty,PLN,5.2485
2023-05,Qatar,Riyal,QAR,4.5318
2023-05,Romania,New Leu,RON,5.6005
2023-05,Russia,Rouble,RUB,101.8102
2023-05,Rwanda,Franc,RWF,1381.3948
2023-05,Saotome & Principe,Dobra,STD,27905.2000
2023-05,Saudi Arabia,Riyal,SAR,4.6691
2023-05,Senegal,CFA Franc,XOF,745.2383
2023-05,Serbia,Dinar,RSD,133.2590
2023-05,Seychelles,Rupee,SCR,17.3297
2023-05,Sierra Leone,Leone,SLE,28.0364
2023-05,Singapore,Dollar,SGD,1.6608
2023-05,Soloman Islands,Dollar,SBD,10.2469
2023-05,Somali Republic,Schilling,SOS,707.9946
2023-05,South Africa,Rand,ZAR,22.5533
2023-05,South Korea,Won,KRW,1650.5649
2023-05,Sri Lanka,Rupee,LKR,398.2209
2023-05,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.3615
2023-05,St Lucia,E Caribbean Dollar,XCD,3.3615
2023-05,St Vincent,E Caribbean Dollar,XCD,3.3615
2023-05,Sudan Republic,Pound,SDG,747.0027
2023-05,Surinam,Dollar,SRD,46.4903
2023-05,Swaziland,Lilangeni,SZL,22.5533
2023-05,Sweden,Krona,SEK,12.8625
2023-05,Switzerland,Franc,CHF,1.1186
2023-05,Taiwan,Dollar,TWD,38.0585
2023-05,Tanzania,Schilling,TZS,2920.7808
2023-05,Thailand,Baht,THB,42.9215
2023-05,Togo Republic,CFA Franc,XOF,745.2383
2023-05,Tonga Islands,Pa'anga (AUS),TOP,1.8520
2023-05,Trinidad/Tobago,Dollar,TTD,8.4064
2023-05,Tunisia,Dinar,TND,3.7958
2023-05,Turkey,Turkish  Lira,TRY,24.1481
2023-05,Turkmenistan,New Manat,TMT,4.3575
2023-05,UAE,Dirham,AED,4.5722
2023-05,USA,Dollar,USD,1.2450
2023-05,Uganda,Schilling,UGX,4656.3172
2023-05,Ukraine,Hryvnia,UAH,45.9807
2023-05,Uruguay,Peso,UYU,48.3933
2023-05,Uzbekistan,Sum,UZS,14213.1864
2023-05,Vanuatu,Vatu,VUV,148.3112
2023-05,Vietnam,Dong,VND,29259.5291
2023-05,Wallis & Futuna Islands,CFP Franc,XPF,135.5738
2023-05,Western Samoa,Tala,WST,3.3924
2023-05,Yemen (Rep of),Rial,YER,311.4628
2023-05,Zambia,Kwacha,ZMW,21.5483
2023-05,Zimbabwe,Dollar,ZWL,450.5671
2023-06,Abu Dhabi,Dirham,AED,4.5409
2023-06,Albania,Lek,ALL,127.3216
2023-06,Algeria,Dinar,DZD,169.0431
2023-06,Angola,Readj Kwanza,AOA,673.4018
2023-06,Antigua,E Caribbean Dollar,XCD,3.3387
2023-06,Argentina,Peso,ARS,291.3043
2023-06,Armenia,Dram,AMD,477.2351
2023-06,Aruba,Florin,AWG,2.2134
2023-06,Australia,Dollar,AUD,1.8915
2023-06,Azerbaijan,New Manat,AZN,2.1021
2023-06,Bahamas,Dollar,BSD,1.2366
2023-06,Bahrain,Dinar,BHD,0.4662
2023-06,Bangladesh,Taka,BDT,132.5955
2023-06,Barbados,Dollar,BBD,2.4731
2023-06,Belarus,Rouble,BYN,3.0914
2023-06,Belize,Dollar,BZD,2.4731
2023-06,Benin,CFA Franc,XOF,753.6588
2023-06,Bermuda,Dollar (US),BMD,1.2366
2023-06,Bhutan,Ngultrum,BTN,102.2289
2023-06,Bolivia,Boliviano,BOB,8.5446
2023-06,Bosnia- Herzegovinia,Marka,BAM,2.2471
2023-06,Botswana,Pula,BWP,16.8238
2023-06,Brazil,Real,BRL,6.1256
2023-06,Brunei,Dollar,BND,1.6684
2023-06,Bulgaria,Lev,BGN,2.2454
2023-06,Burkina Faso,CFA Franc,XOF,753.6588
2023-06,Burundi,Franc,BIF,3484.0389
2023-06,Cambodia,Riel,KHR,5076.9235
2023-06,Cameroon Republic,CFA Franc,XAF,753.6588
2023-06,Canada,Dollar,CAD,1.6803
2023-06,Cape Verde Islands,Escudo,CVE,126.6462
2023-06,Cayman Islands,Dollar,KYD,1.0140
2023-06,Central African Republic,CFA Franc,XAF,753.6588
2023-06,Chad,CFA Franc,XAF,753.6588
2023-06,Chile,Peso,CLP,1002.5968
2023-06,China,Yuan,CNY,8.7064
2023-06,Colombia,Peso,COP,5509.1653
2023-06,Comoros,Franc,KMF,565.2441
2023-06,Congo (Brazaville),CFA Franc,XAF,753.6588
2023-06,Congo (DemRep),Congo Fr,CDF,2887.6588
2023-06,Costa Rica,Colon,CRC,668.0042
2023-06,Cote d'Ivoire,CFA Franc,XOF,753.6588
2023-06,Cuba,Peso,CUP,29.7053
2023-06,Czech Republic,Koruna,CZK,27.2030
2023-06,Denmark,Krone,DKK,8.5584
2023-06,Djibouti,Franc,DJF,219.8813
2023-06,Dominica,E Caribbean Dollar,XCD,3.3387
2023-06,Dominican Republic,Peso,DOP,67.4168
2023-06,Dubai,Dirham,AED,4.5409
2023-06,Ecuador,Dollar,ECS,1.2366
2023-06,Egypt,Pound,EGP,38.2197
2023-06,El Salvador,Colon,SVC,10.8063
2023-06,Equatorial Guinea,CFA Franc,XAF,753.6588
2023-06,Eritrea,Nakfa,ERN,18.5483
2023-06,Ethiopia,Birr,ETB,67.4862
2023-06,Eurozone,Euro,EUR,1.1489
2023-06,Fiji Islands,Dollar,FJD,2.7752
2023-06,Fr. Polynesia,CFP Franc,XPF,137.1057
2023-06,Gabon,CFA Franc,XAF,753.6588
2023-06,Gambia,Dalasi,GMD,73.7171
2023-06,Georgia,Lari,GEL,3.1903
2023-06,Ghana,Cedi,GHS,13.6021
2023-06,Grenada,E Caribbean Dollar,XCD,3.3387
2023-06,Guatemala,Quetzal,GTQ,9.6571
2023-06,Guinea Bissau,CFA Franc,XOF,753.6588
2023-06,Guinea Republic,Franc,GNF,10696.1824
2023-06,Guyana,Dollar,GYD,261.1798
2023-06,Haiti,Gourde,HTG,174.2326
2023-06,Honduras,Lempira,HNL,30.4934
2023-06,Hong Kong,Dollar,HKD,9.6815
2023-06,Hungary,Forint,HUF,427.6950
2023-06,Iceland,Krona,ISK,173.6182
2023-06,India,Rupee,INR,102.2289
2023-06,Indonesia,Rupiah,IDR,18424.6551
2023-06,Iraq,Dinar,IQD,1617.7238
2023-06,Israel,Shekel,ILS,4.5982
2023-06,Jamaica,Dollar,JMD,190.6430
2023-06,Japan,Yen,JPY,171.8808
2023-06,Jordan,Dinar,JOD,0.8779
2023-06,Kazakhstan,Tenge,KZT,551.0078
2023-06,Kenya,Schilling,KES,170.7679
2023-06,Kuwait,Dinar,KWD,0.3802
2023-06,Kyrgyz Republic,Som,KGS,108.2231
2023-06,Lao People's Dem Rep,Kip,LAK,21775.1314
2023-06,Lebanon,Pound,LBP,18580.1427
2023-06,Lesotho,Loti,LSL,23.7495
2023-06,Liberia,Dollar (US),USD,1.2366
2023-06,Libya,Dinar,LYD,5.9359
2023-06,Macao,Pataca,MOP,9.9720
2023-06,Macedonia,Denar,MKD,70.7184
2023-06,Madagascar,Malagasy Ariary,MGA,5431.6329
2023-06,Malawi,Kwacha,MWK,1265.5127
2023-06,Malaysia,Ringgit,MYR,5.6776
2023-06,Maldive Islands,Rufiyaa,MVR,18.9811
2023-06,Mali Republic,CFA Franc,XOF,753.6588
2023-06,Mauritania,Ouguiya,MRU,44.1820
2023-06,Mauritius,Rupee,MUR,56.2631
2023-06,Mexico,Mexican Peso,MXN,22.0403
2023-06,Moldova,Leu,MDL,21.9021
2023-06,Mongolia,Tugrik,MNT,4321.7528
2023-06,Montserrat,E Caribbean Dollar,XCD,3.3387
2023-06,Morocco,Dirham,MAD,12.6428
2023-06,Mozambique,Metical,MZN,78.9972
2023-06,Myanmar,Kyat,MMK,2593.3660
2023-06,Nepal,Rupee,NPR,163.5662
2023-06,New Caledonia,CFP Franc,XPF,137.1057
2023-06,New Zealand,Dollar,NZD,2.0243
2023-06,Nicaragua,Gold Cordoba,NIO,45.2949
2023-06,Niger Republic,CFA Franc,XOF,753.6588
2023-06,Nigeria,Naira,NGN,574.6878
2023-06,Norway,Norwegian Krone,NOK,13.5461
2023-06,Oman,Rial,OMR,0.4761
2023-06,Pakistan,Rupee,PKR,354.2723
2023-06,Panama,Balboa,PAB,1.2366
2023-06,Papua New Guinea,Kina,PGK,4.3739
2023-06,Paraguay,Guarani,PYG,8955.6703
2023-06,Peru,New Sol,PEN,4.5485
2023-06,Philippines,Peso,PHP,68.9774
2023-06,Poland,Zloty,PLN,5.1760
2023-06,Qatar,Riyal,QAR,4.5011
2023-06,Romania,New Leu,RON,5.7032
2023-06,Russia,Rouble,RUB,99.3570
2023-06,Rwanda,Franc,RWF,1390.3178
2023-06,Saotome & Principe,Dobra,STD,28141.3000
2023-06,Saudi Arabia,Riyal,SAR,4.6374
2023-06,Senegal,CFA Franc,XOF,753.6588
2023-06,Serbia,Dinar,RSD,134.7533
2023-06,Seychelles,Rupee,SCR,17.3163
2023-06,Sierra Leone,Leone,SLE,27.9296
2023-06,Singapore,Dollar,SGD,1.6684
2023-06,Soloman Islands,Dollar,SBD,10.3956
2023-06,Somali Republic,Schilling,SOS,702.9801
2023-06,South Africa,Rand,ZAR,23.7495
2023-06,South Korea,Won,KRW,1628.9107
2023-06,Sri Lanka,Rupee,LKR,375.1268
2023-06,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.3387
2023-06,St Lucia,E Caribbean Dollar,XCD,3.3387
2023-06,St Vincent,E Caribbean Dollar,XCD,3.3387
2023-06,Sudan Republic,Pound,SDG,742.5498
2023-06,Surinam,Dollar,SRD,45.7296
2023-06,Swaziland,Lilangeni,SZL,23.7495
2023-06,Sweden,Krona,SEK,13.2565
2023-06,Switzerland,Franc,CHF,1.1186
2023-06,Taiwan,Dollar,TWD,38.0747
2023-06,Tanzania,Schilling,TZS,2924.4469
2023-06,Thailand,Baht,THB,42.7074
2023-06,Togo Republic,CFA Franc,XOF,753.6588
2023-06,Tonga Islands,Pa'anga (AUS),TOP,1.8915
2023-06,Trinidad/Tobago,Dollar,TTD,8.3663
2023-06,Tunisia,Dinar,TND,3.8354
2023-06,Turkey,Turkish  Lira,TRY,24.6009
2023-06,Turkmenistan,New Manat,TMT,4.3279
2023-06,UAE,Dirham,AED,4.5409
2023-06,USA,Dollar,USD,1.2366
2023-06,Uganda,Schilling,UGX,4616.0507
2023-06,Ukraine,Hryvnia,UAH,45.6698
2023-06,Uruguay,Peso,UYU,47.9350
2023-06,Uzbekistan,Sum,UZS,14118.9693
2023-06,Vanuatu,Vatu,VUV,147.4774
2023-06,Vietnam,Dong,VND,29021.9319
2023-06,Wallis & Futuna Islands,CFP Franc,XPF,137.1057
2023-06,Western Samoa,Tala,WST,3.3749
2023-06,Yemen (Rep of),Rial,YER,309.2618
2023-06,Zambia,Kwacha,ZMW,23.7369
2023-06,Zimbabwe,Dollar,ZWL,447.5083
2023-07,Abu Dhabi,Dirham,AED,4.6766
2023-07,Albania,Lek,ALL,124.1756
2023-07,Algeria,Dinar,DZD,172.7057
2023-07,Angola,Readj Kwanza,AOA,968.5901
2023-07,Antigua,E Caribbean Dollar,XCD,3.4377
2023-07,Argentina,Peso,ARS,320.9098
2023-07,Armenia,Dram,AMD,491.6605
2023-07,Aruba,Florin,AWG,2.2790
2023-07,Australia,Dollar,AUD,1.8804
2023-07,Azerbaijan,New Manat,AZN,2.1676
2023-07,Bahamas,Dollar,BSD,1.2732
2023-07,Bahrain,Dinar,BHD,0.4801
2023-07,Bangladesh,Taka,BDT,137.7480
2023-07,Barbados,Dollar,BBD,2.5464
2023-07,Belarus,Rouble,BYN,3.1830
2023-07,Belize,Dollar,BZD,2.5464
2023-07,Benin,CFA Franc,XOF,762.3617
2023-07,Bermuda,Dollar (US),BMD,1.2732
2023-07,Bhutan,Ngultrum,BTN,104.4553
2023-07,Bolivia,Boliviano,BOB,8.7978
2023-07,Bosnia- Herzegovinia,Marka,BAM,2.2731
2023-07,Botswana,Pula,BWP,16.9422
2023-07,Brazil,Real,BRL,6.0726
2023-07,Brunei,Dollar,BND,1.7091
2023-07,Bulgaria,Lev,BGN,2.2732
2023-07,Burkina Faso,CFA Franc,XOF,762.3617
2023-07,Burundi,Franc,BIF,3612.7181
2023-07,Cambodia,Riel,KHR,5253.2403
2023-07,Cameroon Republic,CFA Franc,XAF,762.3617
2023-07,Canada,Dollar,CAD,1.6781
2023-07,Cape Verde Islands,Escudo,CVE,128.7209
2023-07,Cayman Islands,Dollar,KYD,1.0440
2023-07,Central African Republic,CFA Franc,XAF,762.3617
2023-07,Chad,CFA Franc,XAF,762.3617
2023-07,Chile,Peso,CLP,1023.9745
2023-07,China,Yuan,CNY,9.1587
2023-07,Colombia,Peso,COP,5306.9402
2023-07,Comoros,Franc,KMF,571.7713
2023-07,Congo (Brazaville),CFA Franc,XAF,762.3617
2023-07,Congo (DemRep),Congo Fr,CDF,3023.8604
2023-07,Costa Rica,Colon,CRC,690.8597
2023-07,Cote d'Ivoire,CFA Franc,XOF,762.3617
2023-07,Cuba,Peso,CUP,30.5632
2023-07,Czech Republic,Koruna,CZK,27.5845
2023-07,Denmark,Krone,DKK,8.6568
2023-07,Djibouti,Franc,DJF,226.6687
2023-07,Dominica,E Caribbean Dollar,XCD,3.4377
2023-07,Dominican Republic,Peso,DOP,69.7079
2023-07,Dubai,Dirham,AED,4.6766
2023-07,Ecuador,Dollar,ECS,1.2732
2023-07,Egypt,Pound,EGP,39.3454
2023-07,El Salvador,Colon,SVC,11.1399
2023-07,Equatorial Guinea,CFA Franc,XAF,762.3617
2023-07,Eritrea,Nakfa,ERN,19.0898
2023-07,Ethiopia,Birr,ETB,69.7310
2023-07,Eurozone,Euro,EUR,1.1622
2023-07,Fiji Islands,Dollar,FJD,2.8434
2023-07,Fr. Polynesia,CFP Franc,XPF,138.6888
2023-07,Gabon,CFA Franc,XAF,762.3617
